thomas de zeeuw,make tcplistenertryclone tests,tcplistenertryclone tests more,tests more robust
thomas de zeeuw,loosen tcpstream shutdown,tcpstream shutdown reading,shutdown reading side
thomas de zeeuw,ignore connection reset,connection reset error,reset error in
thomas de zeeuw,disable tcplistenertryclone tests,tcplistenertryclone tests on,tests on windows
thomas de zeeuw,fix tcpstreams shutdownboth,tcpstreams shutdownboth tests,shutdownboth tests on
thomas de zeeuw,ignore tcpstream smoke,tcpstream smoke tests,smoke tests on
thomas de zeeuw,ignore tcpstream nodelay,tcpstream nodelay test,nodelay test on
thomas de zeeuw,ignore some udpsocket,some udpsocket tests,udpsocket tests on
thomas de zeeuw,add tcp server,tcp server example,server example its
thomas de zeeuw,drop test prefix,test prefix from,prefix from test
dmitrii goriunov,if connection closed,connection closed we,closed we still
tomas janousek,bridge fix hwaddr,fix hwaddr set,hwaddr set race
elangovan sivanandam,merge pull request,pull request 2380,request 2380 from
pakeji,commit january 01,january 01 2020,01 2020 004610
zachary jacobs,automatically backed up,backed up by,up by learn
james cathcart,wip not receving,not receving token,receving token 401
d3j331,fixed line ending,line ending fro,ending fro json
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly pr
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
pakeji,commit january 01,january 01 2020,01 2020 004613
chrish,add line break,line break toward,break toward poster
aqi-moscun,update file at,file at 20200101,at 20200101 004614
pakeji,commit january 01,january 01 2020,01 2020 004615
dependabot-preview[bot],bump typesnode from,typesnode from 121218,from 121218 to
y-yagi,merge pull request,pull request 69,request 69 from
wadegguerin,merge pull request,pull request 1,request 1 from
tetsu yamazaki, added project,added project changed,project changed 
sharkfin,update spacing single,spacing single tab,single tab double
newstools,created text for,text for url,for url nationaldailyngcomfasholaducksbestministersawardinbuharisgovernment
pakeji,commit january 01,january 01 2020,01 2020 004617
snoopy crime cop,update master submodules,master submodules repository,submodules repository omeomeroplugins
snoopy crime cop,merge master dorg,master dorg snone,dorg snone pr
snoopy crime cop,merge master dorg,master dorg snone,dorg snone repository
snoopy crime cop,merge master dorg,master dorg ssuccessonly,dorg ssuccessonly repository
jairo llopis,fix website do,website do not,do not fail
yoshi tashiro,imp l10njp covering,l10njp covering new,covering new tax
nicolas lempereur,fix webeditor revert,webeditor revert update,revert update attribute
pakeji,commit january 01,january 01 2020,01 2020 004619
pete higgins,add spellcheck task,spellcheck task for,task for api
pete higgins,fix spellcheck failures,spellcheck failures for,failures for api
pete higgins,add spellcheck for,spellcheck for dev,for dev docs
pete higgins,fix spellcheck errors,spellcheck errors in,errors in dev
pakeji,commit january 01,january 01 2020,01 2020 004621
robert long,dont use the,use the creator,the creator attribution
ardnew,rename version class,version class to,class to prevent
lipenghui,add document for,document for sticky,for sticky consumer
tuteng,websiteadd content of,content of pulsarmanager,of pulsarmanager in
sijie guo,cli add a,add a broker,a broker tool
pierre zemb,bump lombok version,lombok version to,version to allow
tuteng,fix pulsarmanager download,pulsarmanager download link,download link 5774
belinda-wong,docs fix link,fix link issue,link issue for
masahiro sakamoto,fix bug that,bug that beforeconsume,that beforeconsume of
reugn,add murmur332hash private,murmur332hash private constructor,private constructor 5765
sunkwan kwon,fixes 5626 5627,5626 5627 if,5627 if killafteridlems
congbo,add documentation for,documentation for hdfs,for hdfs offload
冉小龙,reopenissue 5597retry when,5597retry when getpartitionedtopicmetadata,when getpartitionedtopicmetadata failed
belinda-wong,docs fix link,fix link issue,link issue for
sunkwan kwon,issue 5589pulsarfunctiongo fix,5589pulsarfunctiongo fix a,fix a memory
congbo,modify the logical,the logical for,logical for getting
masahiro sakamoto,bump jackson libraries,jackson libraries to,libraries to 2101
congbo,issue 5562docsmodify schema,5562docsmodify schema compatibility,schema compatibility check
冉小龙,issue5787 fix docs,fix docs for,docs for creating
冉小龙,issue5687 add prefix,add prefix for,prefix for new
ntysdd,fix potential npe,potential npe and,npe and repeated
冉小龙,update website for,website for 242,for 242 release
pakeji,commit january 01,january 01 2020,01 2020 004623
jenkins-x-bot,publishing files for,files for path,for path jenkinsxlogscbkubecdenvironmentpr120100bootgkeproductionmaster1log
mariia pecherytsia,reset and start,and start new,start new project
ejelome,replace theme with,theme with homepage,with homepage added
francesco litrico,made some commands,some commands more,commands more userfriendly
pakeji,commit january 01,january 01 2020,01 2020 004625
jairo llopis,fix website do,website do not,do not fail
yoshi tashiro,imp l10njp covering,l10njp covering new,covering new tax
nicolas lempereur,fix webeditor revert,webeditor revert update,revert update attribute
pakeji,commit january 01,january 01 2020,01 2020 004626
creamyglue,apples and oranges,and oranges java,oranges java explained
pakeji,commit january 01,january 01 2020,01 2020 004628
newstools,created text for,text for url,for url nationaldailyngcomangryprotestersinvadeusembassyoverairstrikesiniraq
test author,new pr to,pr to test,to test signcla
quantum9innovation,i knew you,knew you wouldnt,you wouldnt believe
bamboo ci,automated build in,build in bamboo,in bamboo ci
jack howard,basic webpack react,webpack react babel,react babel setup
jack howard,build for webpack,for webpack folder,webpack folder build
jack howard,merge pull request,pull request 4,request 4 from
keyi zhang,test windows build,windows build skip,build skip travis
adrian ancona novelo,finish article about,article about postgresql,about postgresql user
lorenzo mangione,direction offsets and,offsets and related,and related bugfix
ben saufley,update codeclimate coverage,codeclimate coverage reporter,coverage reporter try
mklewandowski,add tool to,tool to export,to export graph
jorge pinna puissant,fix base website,base website debug,website debug assets
goffin simon,fix lunch the,lunch the lunch,the lunch mail
yoshi tashiro,imp l10njp covering,l10njp covering new,covering new tax
andrew asplund,updated assignment expanded,assignment expanded dom,expanded dom manipulation
wmayer,declare getmdiview and,getmdiview and getmdiviewpage,and getmdiviewpage as
wmayer,set explicit utf8,explicit utf8 encoding,utf8 encoding for
wmayer,gui add virtual,add virtual method,virtual method containsviewprovider
wandererfan,tdfix 4234 initial,4234 initial display,initial display of
wandererfan,tdadjust symbol location,symbol location for,location for font
pushkk,skip ci update,ci update femruts,update femruts fix
rajendra pardeshi,issue id 0004230,id 0004230 fixing,0004230 fixing a
"zheng, lei",partdesign fix subshapebinder,fix subshapebinder lost,subshapebinder lost of
"zheng, lei",partdesign improve subshapebinder,improve subshapebinder transformation,subshapebinder transformation cache
wmayer,partdesign skip ci,skip ci replace,ci replace int
wandererfan,tdfix potential nullptr,potential nullptr while,nullptr while restoring
wandererfan,tdadd arrow style,arrow style pyramid,style pyramid contributed
wandererfan,tdsupport pyramid arrow,pyramid arrow in,arrow in leader
"zheng, lei",gui fix viewproviderdocumentobject,fix viewproviderdocumentobject display,viewproviderdocumentobject display mode
"zheng, lei",app fix expression,fix expression movecells,expression movecells the
wmayer,spreadsheet skip ci,skip ci fix,ci fix inconsistent
renovate bot,update dependency orgclojurejavajdbc,dependency orgclojurejavajdbc to,orgclojurejavajdbc to v0711
haokang den,merge pull request,pull request 14,request 14 from
renovate bot,update dependency orgxerialsqlitejdbc,dependency orgxerialsqlitejdbc to,orgxerialsqlitejdbc to v3301
weicheng xue,finish running cases,running cases using,cases using limiters
dsl,revert corrected a,corrected a bug,a bug for
dsl,revert relaxed the,relaxed the restriction,the restriction for
dsl,removed code for,code for restricting,for restricting word
wmayer,declare getmdiview and,getmdiview and getmdiviewpage,and getmdiviewpage as
wmayer,set explicit utf8,explicit utf8 encoding,utf8 encoding for
wmayer,gui add virtual,add virtual method,virtual method containsviewprovider
wandererfan,tdfix 4234 initial,4234 initial display,initial display of
wandererfan,tdadjust symbol location,symbol location for,location for font
pushkk,skip ci update,ci update femruts,update femruts fix
rajendra pardeshi,issue id 0004230,id 0004230 fixing,0004230 fixing a
"zheng, lei",partdesign fix subshapebinder,fix subshapebinder lost,subshapebinder lost of
"zheng, lei",partdesign improve subshapebinder,improve subshapebinder transformation,subshapebinder transformation cache
wmayer,partdesign skip ci,skip ci replace,ci replace int
wandererfan,tdfix potential nullptr,potential nullptr while,nullptr while restoring
wandererfan,tdadd arrow style,arrow style pyramid,style pyramid contributed
wandererfan,tdsupport pyramid arrow,pyramid arrow in,arrow in leader
"zheng, lei",gui fix viewproviderdocumentobject,fix viewproviderdocumentobject display,viewproviderdocumentobject display mode
"zheng, lei",app fix expression,fix expression movecells,expression movecells the
wmayer,spreadsheet skip ci,skip ci fix,ci fix inconsistent
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
dependabot[bot],bump handlebars from,handlebars from 412,from 412 to
brandon,merge pull request,pull request 1,request 1 from
aaron jackson,cleaning up tests,up tests fixing,tests fixing a
aaron jackson,removing test debug,test debug code,debug code adding
aaron jackson,removing unused imports,unused imports moving,imports moving nesperexamples
aaron jackson,updated all projects,all projects to,projects to net462
aaron jackson,modifications to umask,to umask modifications,umask modifications to
newstools,created text for,text for url,for url nationaldailyngcomokorochareactstoallegedriftwithoshiomhole
marco castelluccio,bug 409974 addresses,409974 addresses in,addresses in autocomplete
marco castelluccio,bug 413937 please,413937 please add,please add cant
marco castelluccio,bug 423750 change,423750 change name,change name to
marco castelluccio,bug 426660 allow,426660 allow firefox,allow firefox themes
marco castelluccio,bug 420416 artifacts,420416 artifacts in,artifacts in some
marco castelluccio,check for signing,for signing log,signing log over
marco castelluccio,bug 317472 save,317472 save custom,save custom encoding
marco castelluccio,bug 421483 reorganize,421483 reorganize prepopulated,reorganize prepopulated smart
marco castelluccio,additional checkin for,checkin for bug,for bug 421922
marco castelluccio,bug 423833 show,423833 show only,show only this
marco castelluccio,fallback to nullpadding,to nullpadding in,nullpadding in nsmimeheaderparamgetparameter
marco castelluccio,bug 423833 show,423833 show only,show only this
marco castelluccio,bug 420499 caret,420499 caret browsing,caret browsing mode
marco castelluccio,bug 231754 pressing,231754 pressing updown,pressing updown should
marco castelluccio,bug 427408 browserbookmarksautoexporthtml,427408 browserbookmarksautoexporthtml has,browserbookmarksautoexporthtml has no
marco castelluccio,reftests for bug,for bug 423998,bug 423998 ultrablame
marco castelluccio,reftests for bug,for bug 423998,bug 423998 ultrablame
marco castelluccio,reftests for bug,for bug 423998,bug 423998 ultrablame
marco castelluccio,dont let columns,let columns with,columns with no
marco castelluccio,bug 407845 nscookieservicefindcookie,407845 nscookieservicefindcookie shouldnt,nscookieservicefindcookie shouldnt return
dhon2407-pc,cooking checkpoint 4,checkpoint 4 refactoring,4 refactoring and
brokalys bot,monthly price per,price per sqm,per sqm data
cgschu1tz,plugins were a,were a giant,a giant waste
jack zhang,edited introductory post,introductory post and,post and added
jack zhang,merge pull request,pull request 2,request 2 from
angel fernando quiroz campos,lti allow multiple,allow multiple lineitems,multiple lineitems for
gilberto placidon,add files via,files via upload,via upload implemented
juliano dorigão,menubg signedoffby juliano,signedoffby juliano dorigo,juliano dorigo jdorigaogmailcom
jorge pinna puissant,fix base website,base website debug,website debug assets
goffin simon,fix lunch the,lunch the lunch,the lunch mail
yoshi tashiro,imp l10njp covering,l10njp covering new,covering new tax
ethan ruszanowski,merge pull request,pull request 26,request 26 from
colin,remove dependency on,dependency on aws,on aws dockerhub
deployment bot,publishing to ghpages,to ghpages wed,ghpages wed jan
abovethechemist,update repairmants 66,repairmants 66 updated,66 updated elements
renovate bot,update dependency javaxportletportletapi,dependency javaxportletportletapi to,javaxportletportletapi to v3
dan0x09,update adapters to,adapters to use,to use native
peter xu,add mocks for,mocks for requestpromisenative,for requestpromisenative by
jeff kowalski,add rubocopyml and,rubocopyml and address,and address rubocop
erik mackdanz,appbackupamanda disable sandboxviolating,disable sandboxviolating configure,sandboxviolating configure test
adityamaddala,set up ci,up ci with,ci with azure
gerardo salazar,add test cases,test cases for,cases for null
ejelome,replace theme with,theme with homepage,with homepage added
pascal t,merge pull request,pull request 17,request 17 from
casey langen,allow for transcoder,for transcoder format,transcoder format selection
kai raphahn,feat create framework,create framework move,framework move bit
kai raphahn,feat create framework,create framework add,framework add tests
kai raphahn,feat create framework,create framework try,framework try to
kai raphahn,feat create framework,create framework remove,framework remove numpy
kai raphahn,feat create framework,create framework remove,framework remove numpy
kai raphahn,feat create framework,create framework encode,framework encode u32
kai raphahn,feat create framework,create framework add,framework add decoding
kai raphahn,feat create framework,create framework prepare,framework prepare test
kai raphahn,feat create framework,create framework redo,framework redo message
kai raphahn,feat create framework,create framework make,framework make test
kai raphahn,feat create framework,create framework use,framework use bytes
kai raphahn,feat create framework,create framework add,framework add command
kai raphahn,feat create framework,create framework prepare,framework prepare device
melanie mcglynn,automatically backed up,backed up by,up by learn
sridhar ratnakumar,load blurb from,blurb from markdown,from markdown 5
jofsky, updating files,updating files for,files for working
jofsky, updating files,updating files for,files for working
tianon gravi,add tls support,tls support in,support in 60
yosifkit,merge pull request,pull request 218,request 218 from
david vo,fix ntproperty with,ntproperty with nondefault,with nondefault instance
stephen warneford-bygrave,fixes for broken,for broken via,broken via download
macmule,merge pull request,pull request 56,request 56 from
darren wallace,update changed name,changed name and,name and updated
darren wallace,merge branch master,branch master of,master of httpsgithubcomautopkgdatajarrecipes
neil martin,whoops remove html,remove html extension,html extension from
neil martin,add sony sxs,sony sxs driver,sxs driver recipes
eniola oyewole,added login capability,login capability added,capability added the
yehonatan hen,merge pull request,pull request 13,request 13 from
yehonatan hen,merge pull request,pull request 14,request 14 from
guy cohen,merge pull request,pull request 15,request 15 from
guy cohen,fix minutes add,minutes add to,add to db
yehonatan hen,merge pull request,pull request 16,request 16 from
yehonatan hen,merge pull request,pull request 17,request 17 from
yehonatan hen,merge pull request,pull request 18,request 18 from
marcel goldschen-ohm,create a visual,a visual intro,visual intro to
marcel goldschen-ohm,merge branch master,branch master of,master of httpsgithubcommarcelgoldschenohmneu337spring2020
unklebonehead,i am a,am a screw,a screw up
zqf,created basic files,basic files for,files for grid
zqf,implemented very basic,very basic drunken,basic drunken walk
zqf,improving on drunken,on drunken walk,drunken walk implementation
zqf,drunken walk now,walk now takes,now takes its
zqf,changed char on,char on cells,on cells to
zqf,tagging cells that,cells that are,that are the
zqf,merge branch procgen,branch procgen into,procgen into development
renovate bot,update dependency typesmongoose,dependency typesmongoose to,typesmongoose to v5537
github,deploy from travis,from travis build,travis build 9319
igor dvorkin,updating weight for,weight for end,for end of
rommel haynes,automatically backed up,backed up by,up by learn
juliano dorigão,menubg signedoffby juliano,signedoffby juliano dorigo,juliano dorigo jdorigaogmailcom
kirill shcherbina,automatically backed up,backed up by,up by learn
bernhard m. wiedemann,update 000releasepackages to,000releasepackages to rev,to rev 377
robert west,css class name,class name change,name change p
michael zuniga,fixed errors for,errors for net,for net framework
opstestproduction,create a file,a file xrefprodxrefmaptestbranchmasteryml,file xrefprodxrefmaptestbranchmasteryml at
opstestproduction,update file e2edocsbranchproddynamicindexmd,file e2edocsbranchproddynamicindexmd at,e2edocsbranchproddynamicindexmd at 20200101
your name,loganalytics retrieves information,retrieves information on,information on each
your name,script now waits,now waits the,waits the required
mazdak farrokhzad,matchexpressionarmpattern use more,use more generic,more generic wording
mazdak farrokhzad,show scrutinee expr,scrutinee expr type,expr type for
mazdak farrokhzad,matchexpressionarmpattern pattern current,pattern current name,current name is
mazdak farrokhzad,pass the span,the span of,span of init
mazdak farrokhzad,refactor and fix,and fix thisexpressionhastype,fix thisexpressionhastype note
mazdak farrokhzad,blame user type,user type in,type in pat
charles lew,add symbol normalization,symbol normalization for,normalization for procmacroserver
charles lew,inline and remove,and remove nfcsymbolfrom,remove nfcsymbolfrom method
zac medico,sysappsnvmecli remove old,remove old versions,old versions packagemanager
zac medico,sysappsnvmecli ci homepageinsrcuri,ci homepageinsrcuri packagemanager,homepageinsrcuri packagemanager portage2384
leonardo espinoza,cambio de nombre,de nombre a,nombre a estiloscss
robin bisho,refactored splitfilename and,splitfilename and added,and added testshs
robin bisho,added a prop,a prop for,prop for fileinfo
schwarze,when all cells,all cells in,cells in a
jsg,convert infinite msleep9,infinite msleep9 to,msleep9 to msleepnsec9
jsg,drm mst fix,mst fix querypayload,fix querypayload ack
colin,remove dependency on,dependency on aws,on aws dockerhub
johan gace, update the,update the book,the book challenge
thomas huybrechts,update target broker,target broker ip,broker ip address
simerplaha,generic persistentparser simplified,persistentparser simplified baseentryreader,simplified baseentryreader and
simerplaha,remove option and,option and use,and use null
ali rizvi,rename getauthors to,getauthors to getdevelopers,to getdevelopers authors
michael w. olesen,merge pull request,pull request 10,request 10 from
kailana kahawaii,automatically backed up,backed up by,up by learn
khandgp1,first iteration of,iteration of the,of the backend
yaiyan,add support for,support for angled,for angled labels
geekwise-korey-nichols,bugfix changed max,changed max length,max length for
geekwise-korey-nichols,update changed serializers,changed serializers for,serializers for customer
geekwise-korey-nichols,removed pagination from,pagination from settings,from settings for
renovate bot,choredeps update dependency,update dependency comgoogleapisgoogleapiservicescloudiot,dependency comgoogleapisgoogleapiservicescloudiot to
jenkins-x-bot,publishing files for,files for path,for path jenkinsxlogscbkubecdenvironmentpr120102gkeupgradestagingmaster1log
hww1996,member change 43,change 43 confbug,43 confbug bug
hww1996,merge branch master,branch master into,master into hww1996
github action,add data for,data for wed,for wed jan
shrutikalokhande,print the element,the element of,element of list
sthen,update to snail14916,to snail14916 from,snail14916 from maintainer
sthen,fix libdepends for,libdepends for idna,for idna flavour
sthen,minor update to,update to pyicalendar404,to pyicalendar404 move
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgoogleapisgoogleapiservicescloudresourcemanager,dependency comgoogleapisgoogleapiservicescloudresourcemanager to
antimeuh2433,fixed weird thing,weird thing in,thing in maincpp
e99999,mostly recipe stuff,recipe stuff for,stuff for ic2c
e99999,moved pipes into,pipes into seperate,into seperate branch
e99999,added 2 more,2 more tiers,more tiers of
e99999,im back from,back from holiday,from holiday losers
e99999,messing with layered,with layered block,layered block textures
e99999,got layered block,layered block models,block models working
e99999,bedrock ores and,ores and bedrock,and bedrock miner
e99999,redid ores to,ores to be,to be deditcated
mohsin niazi,update to new,to new assignment,new assignment structure
volodymyr shcherbyna,release igel 221,igel 221 136,221 136 137
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgoogleapisgoogleapiservicesjobs,dependency comgoogleapisgoogleapiservicesjobs to
aqi-moscun,update file at,file at 20200101,at 20200101 004722
binish maharjan,merge pull request,pull request 32,request 32 from
ardnew,initial port of,port of c,of c to
confusdcodr,rename packages in,packages in travis,in travis to
gregory o,merge pull request,pull request 3,request 3 from
loren gordon,adds encrypted deploy,encrypted deploy key,deploy key for
gregory o,merge pull request,pull request 4,request 4 from
gregory o,merge pull request,pull request 5,request 5 from
gregory o,merge pull request,pull request 6,request 6 from
confusdcodr,add dependabot configurations,dependabot configurations fix,configurations fix makefile
gregory o,merge pull request,pull request 8,request 8 from
dependabot-preview[bot],bump githubcomgruntworkioterratest from,githubcomgruntworkioterratest from 0190,from 0190 to
gregory o,merge pull request,pull request 11,request 11 from
dependabot-preview[bot],bump githubcomgruntworkioterratest from,githubcomgruntworkioterratest from 0191,from 0191 to
gregory o,merge pull request,pull request 12,request 12 from
gregory o,merge pull request,pull request 13,request 13 from
dependabot-preview[bot],bump githubcomgruntworkioterratest from,githubcomgruntworkioterratest from 0193,from 0193 to
fxnoob,whatsapp web cli,web cli radhey,cli radhey radhey
joshua coales,fixing datetime checking,datetime checking download,checking download link
je low,found and fixed,and fixed an,fixed an issue
paul-davis,added code to,code to ignore,to ignore annotations
paul-davis,merge branch master,branch master of,master of githubcomwormbasewormbasepipeline
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgooglecloudlibrariesbom,dependency comgooglecloudlibrariesbom to
huahai yang,deployed 779fd04 with,779fd04 with mkdocs,with mkdocs version
rebecca wallander,c64cassxml update bmxracersa3,update bmxracersa3 actually,bmxracersa3 actually this
iwilliamson,fixes bug in,bug in intellivoice,in intellivoice for
david haywood,new working clones,working clones 6115,clones 6115 new
ajrhacker,merge pull request,pull request 6113,request 6113 from
alex browne,move code out,code out of,out of gopath
alex browne,fix some inconsistencies,some inconsistencies in,inconsistencies in contributingmd
alexander solbrig,buildrecipe buildrecipe add,buildrecipe add rezept,add rezept hinzufgen
tommaso-sebastianelli,added toast after,toast after transaction,after transaction saveupdate
loreina chew,add status page,status page text,page text constants
rohitgarudadri,merge branch develop,branch develop into,develop into feature204loginbutton
cong fandi,change nama project,nama project android,project android studio
tduplantis83,changed home page,home page text,page text to
tduplantis83,added more random,more random background,random background images
travis,merge pull request,pull request 197,request 197 from
guangning,add diskusagethreshold to,diskusagethreshold to 099,to 099 5970
zuquan song,vagrantfile update for,update for build,for build dependency
yong zhang,fixes 5814 add,5814 add sentconnectframe,add sentconnectframe state
randy leveque,added testsparticles to,testsparticles to test,to test one
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgoogleoauthclientgoogleoauthclient,dependency comgoogleoauthclientgoogleoauthclient to
kmorgan8588,updates post route,post route to,route to accept
hannes hauptmann,button and text,and text render,text render complete
quantum9innovation,ok that last,that last update,last update was
dmontigny,working on web,on web scraping,web scraping real
dmontigny,working on web,on web scraping,web scraping real
jess zuchowski,merge pull request,pull request 3,request 3 from
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgoogleoauthclientgoogleoauthclientservlet,dependency comgoogleoauthclientgoogleoauthclientservlet to
chelsey mckinney,adding proper social,proper social media,social media urls
rommel haynes,automatically backed up,backed up by,up by learn
sharkfin,single tab spacing,tab spacing tab,spacing tab 2
sharkfin,merge branch master,branch master of,master of httpsgithubcomsharkfinprobufferwriterreader
cameronshinn,added better reaction,better reaction handling,reaction handling still
cameronshinn,improve console log,console log format,log format indenting
cameronshinn,better about message,about message formatting,message formatting and
cameronshinn,try again to,again to fix,to fix about
fernando ferreira,add authentication and,authentication and send,and send signup
alisonhardison,user can now,can now delete,now delete notecards
closedsum,wip updating naming,updating naming for,naming for data
brokalys bot,monthly data house,data house rent,house rent latvia
dominicskinner,merge pull request,pull request 24,request 24 from
abovethechemist,update bloodyhandsts 65,bloodyhandsts 65 updated,65 updated alignment
andrew dinh,install envcmd to,envcmd to use,to use gatsby
tailaiw,added unit tests,unit tests for,tests for traintest
docker,publishing site on,site on 20200101,on 20200101 004741
dependabot[bot],bump formik from,formik from 142,from 142 to
dependabot[bot],bump qrcode from,qrcode from 132,from 132 to
dependabot[bot],bump typescript from,typescript from 324,from 324 to
dependabot[bot],bump react from,react from 1670,from 1670 to
pierre theo klein,make min pass,min pass length,pass length 6
dependabot[bot],security bump handlebars,bump handlebars from,handlebars from 4012
dependabot[bot],bump typesqrcode from,typesqrcode from 130,from 130 to
dependabot[bot],bump typeslodash from,typeslodash from 414120,from 414120 to
dependabot[bot],bump react from,react from 1680,from 1680 to
dependabot[bot],bump reactdom from,reactdom from 1670,from 1670 to
pierre theo klein,refactor toast into,toast into global,into global hoc
dependabot-preview[bot],security bump mixindeep,bump mixindeep from,mixindeep from 131
kyle rubenok,merge pull request,pull request 654,request 654 from
dependabot-preview[bot],security bump eslintutils,bump eslintutils from,eslintutils from 131
kyle rubenok,merge pull request,pull request 653,request 653 from
dependabot-preview[bot],security bump lodashes,bump lodashes from,lodashes from 41711
kyle rubenok,merge pull request,pull request 606,request 606 from
dependabot-preview[bot],security bump lodash,bump lodash from,lodash from 41711
kyle rubenok,merge pull request,pull request 605,request 605 from
dependabot-preview[bot],security bump axios,bump axios from,axios from 0180
zhongguiyong,add delete function,delete function for,function for delete
renovate bot,choredeps update dependency,update dependency comgoogleapiclientgoogleapiclient,dependency comgoogleapiclientgoogleapiclient to
renovate bot,choredeps update dependency,update dependency comgoogletruthtruth,dependency comgoogletruthtruth to
luiz irber,remove draff and,draff and smrs,and smrs crates
stephen ramsay,added some more,some more information,more information to
adam arling,update versions to,versions to get,to get rid
stepan koltsov,fix unused method,unused method warning,method warning when
tanuj mittal,add icontentprovider to,icontentprovider to access,to access contents
renovate bot,choredeps update dependency,update dependency typesmongoose,dependency typesmongoose to
pascal t,merge pull request,pull request 18,request 18 from
shokupanman,merge pull request,pull request 44,request 44 from
roundy,merge pull request,pull request 45,request 45 from
codus1127,merge pull request,pull request 46,request 46 from
codus1127,merge branch master,branch master into,master into jnjagod
codus1127,merge pull request,pull request 47,request 47 from
nate roundy,added actions and,actions and payloads,and payloads to
nate roundy,working on style,on style for,style for meetup
shokupanman,merge branch master,branch master into,master into roundy
shokupanman,merge pull request,pull request 48,request 48 from
shokupanman,merge branch master,branch master into,master into hari
nate roundy,added animation to,animation to the,to the meet
kailana kahawaii,automatically backed up,backed up by,up by learn
adrianvalenciasantos,final updates for,updates for mobile,for mobile format
chad vernon,allow explicit pole,explicit pole vector,pole vector control
tagawahirotaka,merge pull request,pull request 130,request 130 from
enmotus-dave-cohen,merge branch master,branch master of,master of httpsgithubcomdavidcohendiskspd
jonathan wong,retrieved calendar events,calendar events as,events as array
linimon,document osversion 1300072,osversion 1300072 gitsvnid,1300072 gitsvnid svnsshsvnfreebsdorgdochead53725
charlie j,gitbook master one,master one page,one page modified
spiedie,added rank progression,rank progression estimates,progression estimates and
steve neale,add coverage config,coverage config file,config file added
manny cortez studios,added who to,who to follow,to follow in
winston weathers,automatically backed up,backed up by,up by learn
evan bacon,merge pull request,pull request 5,request 5 from
zachary jacobs,automatically backed up,backed up by,up by learn
nando vieira,add a more,a more aggressive,more aggressive bot
jared johnson,test getreauthaction dispatches,getreauthaction dispatches an,dispatches an auth
jared johnson,test getreauthaction sets,getreauthaction sets the,sets the user
jared johnson,test getlogoutaction and,getlogoutaction and fix,and fix getreauthaction
wigforss,mavenreleaseplugin prepare for,prepare for next,for next development
epic,readme licence and,licence and other,and other stuff
andrew kannan,make it more,it more understandable,more understandable when
wilba,merge pull request,pull request 8,request 8 from
opstestproduction,delete file e2edocsbranchproddynamicindexmd,file e2edocsbranchproddynamicindexmd at,e2edocsbranchproddynamicindexmd at 20200101
aaveg,implemented tracking of,tracking of bounding,of bounding boxes
scott buchanan,implement dragging to,dragging to translate,to translate map
benito perdomo,se ajustan valores,ajustan valores de,valores de los
benito perdomo,merge branch master,branch master of,master of githubcompdnmxcatalogos
rommel haynes,automatically backed up,backed up by,up by learn
devin jolly (lightling),added subtle shading,subtle shading to,shading to item
devin jolly (lightling),added looping scale,looping scale animation,scale animation to
root,tb 20200101 004802,20200101 004802 utc,004802 utc 120085bfadd22d82651a153eac091bff50588ce9ec765d729946eb4e398ce01c
skennicutt,added second test,second test blog,test blog post
m5x,added linuxsurface patches,linuxsurface patches for,patches for kernel
rothanak so,insert isqs and,isqs and grades,and grades into
dependabot-preview[bot],bump typesnode from,typesnode from 121218,from 121218 to
y-yagi,merge pull request,pull request 69,request 69 from
dependabot-preview[bot],bump typesreact from,typesreact from 16916,from 16916 to
david cohen,merge pull request,pull request 22,request 22 from
david cohen,merge pull request,pull request 22,request 22 from
tom powers,add exceptions to,exceptions to be,to be used
tom powers,merge pull request,pull request 6,request 6 from
jacob1,fix wild child,wild child getting,child getting notification
leonardo espinoza,cambio de nombre,de nombre al,nombre al archivo
nicolas huleux,revert 4 payer,4 payer le,payer le moins
jeff kowalski,add rubocopyml and,rubocopyml and address,and address rubocop
zepumph,move jump alerts,jump alerts to,alerts to ruler
jose garcia,eliminated jquery and,jquery and cleaned,and cleaned code
brokalys bot,monthly price per,price per sqm,per sqm data
anthony holder,automatically backed up,backed up by,up by learn
